timestamp,valence
2025-04-06T03:31:28.699991,0.5
2025-04-06T03:31:29.192664,0.5
2025-04-06T03:31:29.685689,0.5
2025-04-06T03:31:30.249514,0.0256
2025-04-06T03:31:30.829354,0.0
2025-04-06T03:31:31.502833,0.0
2025-04-06T03:31:32.144056,0.0
2025-04-06T03:31:32.689657,0.0
2025-04-06T03:31:33.315750,0.2551
2025-04-06T03:31:33.961224,0.02
2025-04-06T03:31:34.585437,0.0
2025-04-06T03:31:35.159057,0.0247
2025-04-06T03:31:35.778441,0.3718
2025-04-06T03:31:36.683655,0.1364
2025-04-06T03:31:37.492562,0.9792
2025-04-06T03:31:38.338814,0.0
2025-04-06T03:31:39.342549,0.0217
2025-04-06T03:31:40.253424,0.0
2025-04-06T03:31:41.567254,0.5
2025-04-06T03:31:43.244362,0.0
2025-04-06T03:31:44.440104,0.0
2025-04-06T03:31:45.475981,0.0
2025-04-06T03:31:46.827443,0.0172
2025-04-06T03:31:48.308415,0.0833
2025-04-06T03:31:49.494582,0.6944
2025-04-06T03:31:51.016633,0.027
2025-04-06T03:31:52.736347,0.0128
2025-04-06T03:31:54.177163,0.5
2025-04-06T03:31:55.732101,0.0968
2025-04-06T03:31:57.447058,0.5
2025-04-06T03:31:58.874587,0.5
2025-04-06T03:32:00.558394,0.0
2025-04-06T03:32:02.304692,0.0175
2025-04-06T03:32:04.112545,0.0135
2025-04-06T03:32:05.846503,0.0
2025-04-06T03:32:07.586311,0.0189
2025-04-06T03:32:09.327406,0.1429
2025-04-06T03:32:10.917479,0.0
2025-04-06T03:32:12.314536,0.0185
2025-04-06T03:32:13.976887,0.0
2025-04-06T03:32:15.431245,0.0
2025-04-06T03:32:17.021784,0.0
2025-04-06T03:32:18.827197,0.0
2025-04-06T03:32:20.348300,0.0
2025-04-06T03:32:21.997140,0.0
2025-04-06T03:32:23.695054,0.0769
2025-04-06T03:32:24.932003,0.0118
2025-04-06T03:32:26.347655,0.0308
2025-04-06T03:32:27.511354,0.0
2025-04-06T03:32:28.873543,0.0
2025-04-06T03:32:29.997502,0.0127
2025-04-06T03:32:31.141165,0.0
2025-04-06T03:32:32.452440,0.0
2025-04-06T03:32:33.504842,0.06
2025-04-06T03:32:34.649861,0.0132
2025-04-06T03:32:35.814654,0.0182
2025-04-06T03:32:37.293079,0.0
2025-04-06T03:32:38.484634,0.0
2025-04-06T03:32:39.685454,0.0
2025-04-06T03:32:40.977749,0.9783
2025-04-06T03:32:42.514792,0.0328
2025-04-06T03:32:43.660237,0.0141
2025-04-06T03:32:44.837776,0.7705
2025-04-06T03:32:46.285777,0.0143
2025-04-06T03:32:47.731702,0.0
2025-04-06T03:32:49.361139,0.5
2025-04-06T03:32:51.002887,0.0
2025-04-06T03:32:52.598295,0.06
2025-04-06T03:32:54.005029,0.5
2025-04-06T03:32:55.076525,0.0517
2025-04-06T03:32:56.188590,0.0241
2025-04-06T03:32:57.624551,0.0556
2025-04-06T03:32:59.126969,0.0
2025-04-06T03:33:00.387147,0.0323
2025-04-06T03:33:01.463614,0.1932
2025-04-06T03:33:02.759360,0.0215
2025-04-06T03:33:04.258619,0.0
2025-04-06T03:33:05.879404,0.013
2025-04-06T03:33:07.624301,0.0312
2025-04-06T03:33:09.246643,0.0
2025-04-06T03:33:10.768104,0.0
2025-04-06T03:33:12.494246,0.0
2025-04-06T03:33:14.144809,0.0476
2025-04-06T03:33:15.767754,0.0172
2025-04-06T03:33:17.396003,0.0179
2025-04-06T03:33:18.798188,0.0208
2025-04-06T03:33:19.764019,0.1579
2025-04-06T03:33:20.785175,0.1304
2025-04-06T03:33:21.964003,0.1111
2025-04-06T03:33:23.527977,0.0
2025-04-06T03:33:24.932040,0.0
2025-04-06T03:33:26.391758,0.0
2025-04-06T03:33:27.896583,0.0
2025-04-06T03:33:29.415022,0.0
2025-04-06T03:33:30.905865,0.0
2025-04-06T03:33:32.489720,0.0
2025-04-06T03:33:33.979903,0.0
2025-04-06T03:33:35.558900,0.0
2025-04-06T03:33:36.813053,0.0161
2025-04-06T03:33:37.796324,0.0208
2025-04-06T03:33:38.882449,0.0
2025-04-06T03:33:40.009759,0.0179
2025-04-06T03:33:41.078250,0.0
2025-04-06T03:33:42.057751,0.0417
2025-04-06T03:33:43.194719,0.0139
2025-04-06T03:33:44.268245,0.0
2025-04-06T03:33:45.576665,0.0
2025-04-06T03:33:46.736019,0.0233
2025-04-06T03:33:47.875386,0.0196
2025-04-06T03:33:49.518940,0.0169
2025-04-06T03:33:51.111014,0.0
2025-04-06T03:33:52.763156,0.0
2025-04-06T03:33:54.144969,0.0213
2025-04-06T03:33:55.284438,0.0182
2025-04-06T03:33:56.246859,0.0119
2025-04-06T03:33:57.339388,0.0
2025-04-06T03:33:58.525257,0.0127
2025-04-06T03:33:59.935671,0.0
2025-04-06T03:34:01.093686,0.0
2025-04-06T03:34:01.734465,0.0189
2025-04-06T03:34:02.312583,0.0
2025-04-06T03:34:02.953575,0.0
2025-04-06T03:34:03.835104,0.013
2025-04-06T03:34:04.936868,0.0227
2025-04-06T03:34:06.428102,0.0156
2025-04-06T03:34:07.763799,0.0
2025-04-06T03:34:09.357000,0.0
2025-04-06T03:34:10.854432,0.0
2025-04-06T03:34:12.402481,0.0
2025-04-06T03:34:14.092806,0.0149
2025-04-06T03:34:15.322676,0.0119
2025-04-06T03:34:16.312703,0.0
2025-04-06T03:34:17.309757,0.1
2025-04-06T03:34:18.505952,0.1111
2025-04-06T03:34:19.760493,0.0492
2025-04-06T03:34:21.353139,0.0492
2025-04-06T03:34:23.091451,0.0
2025-04-06T03:34:24.663823,0.0
2025-04-06T03:34:26.185516,0.0
2025-04-06T03:34:27.595697,0.1714
2025-04-06T03:34:28.936204,0.05
2025-04-06T03:34:30.101313,0.0182
2025-04-06T03:34:31.074412,0.0204
2025-04-06T03:34:32.196141,0.0351
2025-04-06T03:34:33.673622,0.0345
2025-04-06T03:34:35.140810,0.3421
2025-04-06T03:34:36.687998,0.0
2025-04-06T03:34:38.426498,0.0227
2025-04-06T03:34:40.107665,0.0
2025-04-06T03:34:41.705582,0.6517
2025-04-06T03:34:43.527142,0.0156
2025-04-06T03:34:45.094941,0.0698
2025-04-06T03:34:46.569052,0.1176
2025-04-06T03:34:47.733820,0.5
2025-04-06T03:34:49.051024,0.0161
2025-04-06T03:34:50.320110,0.0192
2025-04-06T03:34:51.581927,0.5
2025-04-06T03:34:53.228056,0.0
2025-04-06T03:34:54.779098,0.1
2025-04-06T03:34:56.404550,0.1077
2025-04-06T03:34:57.991640,0.0282
2025-04-06T03:34:59.306178,0.0122
2025-04-06T03:35:00.899474,0.0476
2025-04-06T03:35:02.521925,0.0571
2025-04-06T03:35:04.218418,0.0602
2025-04-06T03:35:05.765212,0.0417
2025-04-06T03:35:07.182028,0.0377
2025-04-06T03:35:08.723920,0.0267
2025-04-06T03:35:10.407679,0.08
2025-04-06T03:35:11.752599,0.093
2025-04-06T03:35:13.286754,0.0395
